v101,v025,d104,d106,d107,d108,d113,d121,d122a,d122b,v044,v133,v137,v153,v190,v501,v502,v511,v512,v730,v731,v741,v012,v745a,v745b,v746,v715,v744a,v744b,v744c,v744d,v744e
province 4,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,6,0,no,poorer,married,currently in union/living with a man,15,16,39,currently working,not paid,31,does not own,does not own,,5,no,no,no,no,no
province 4,urban,yes,yes,no,no,no,no,no,no,woman selected and interviewed,8,0,no,middle,married,currently in union/living with a man,15,9,30,currently working,not paid,25,does not own,does not own,,4,no,no,no,no,no
province 4,urban,,,,,,no,no,no,woman selected and interviewed,9,0,no,richer,never in union,never in union,,,,no,,15,does not own,does not own,,,no,no,no,no,no
province 4,urban,no,no,no,no,no,yes,no,no,woman selected and interviewed,11,0,no,middle,married,currently in union/living with a man,17,11,39,currently working,cash only,29,does not own,does not own,more than him,11,no,no,no,no,no
province 4,urban,no,yes,no,no,yes,no,no,no,woman selected and interviewed,4,0,no,poorer,married,currently in union/living with a man,16,19,39,currently working,not paid,35,does not own,does not own,,2,no,no,no,no,no
province 4,urban,yes,yes,no,no,yes,no,no,no,woman selected and interviewed,9,1,no,richer,married,currently in union/living with a man,17,16,35,currently working,not paid,33,does not own,does not own,,10,no,no,no,no,no
province 4,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,6,0,no,middle,married,currently in union/living with a man,16,22,43,currently working,not paid,39,does not own,does not own,,5,no,no,no,no,no
province 4,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,7,0,no,richer,married,currently in union/living with a man,19,19,37,currently working,not paid,39,alone only,alone only,,10,no,no,no,no,no
province 4,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,7,0,no,poorer,married,currently in union/living with a man,15,20,40,currently working,not paid,36,does not own,does not own,,7,no,no,no,no,no
province 4,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,11,1,no,poorer,married,currently in union/living with a man,17,9,30,currently working,not paid,27,does not own,does not own,,11,no,no,no,no,no
province 4,urban,yes,yes,yes,no,no,no,no,no,woman selected and interviewed,9,2,no,poorer,married,currently in union/living with a man,17,6,25,currently working,not paid,23,does not own,does not own,,5,no,yes,no,no,no
province 4,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,10,0,no,richer,married,currently in union/living with a man,16,23,43,currently working,not paid,39,does not own,does not own,,10,no,no,no,no,no
province 4,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,0,0,no,middle,married,currently in union/living with a man,17,31,52,currently working,not paid,48,alone only,alone only,,9,no,no,no,no,no
province 4,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,0,no,middle,married,currently in union/living with a man,17,23,43,no,,41,does not own,does not own,,4,no,no,no,no,no
province 4,urban,,,,,,no,no,no,woman selected and interviewed,7,0,no,poorer,never in union,never in union,,,,no,,17,does not own,does not own,,,no,no,no,no,no
province 4,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,11,1,no,richer,married,currently in union/living with a man,18,3,31,no,,22,does not own,does not own,,11,no,no,no,no,no
province 4,rural,yes,yes,yes,yes,yes,no,no,no,woman selected and interviewed,0,1,no,poorer,married,currently in union/living with a man,14,18,35,currently working,not paid,33,does not own,does not own,,5,no,no,no,no,no
province 4,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,2,0,no,middle,married,currently in union/living with a man,19,22,45,currently working,not paid,42,does not own,does not own,,8,no,no,no,no,no
province 4,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,4,1,no,richer,widowed,formerly in union/living with a man,13,35,,currently working,cash only,48,alone only,alone only,,,no,no,no,no,no
province 4,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,5,0,no,richer,married,currently in union/living with a man,20,19,44,currently working,not paid,40,does not own,does not own,,10,no,yes,no,yes,no
province 4,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,1,no,poorer,married,currently in union/living with a man,15,34,60,no,,49,does not own,does not own,,0,no,no,no,no,no
province 4,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,9,1,no,richer,married,currently in union/living with a man,22,15,38,currently working,not paid,38,does not own,does not own,,8,no,yes,no,no,no
province 4,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,7,1,no,poorest,married,currently in union/living with a man,18,6,28,no,,25,does not own,does not own,,7,no,no,no,no,no
province 4,rural,no,no,no,no,yes,yes,no,no,woman selected and interviewed,8,0,not a dejure resident,poorer,married,currently in union/living with a man,17,3,37,no,,21,does not own,does not own,,8,no,no,no,no,no
province 4,rural,no,no,no,no,yes,yes,no,no,woman selected and interviewed,0,2,no,poorest,married,currently in union/living with a man,15,27,42,currently working,not paid,43,does not own,does not own,,0,no,yes,no,yes,no
province 4,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,0,no,poorest,married,currently in union/living with a man,13,34,63,currently working,not paid,47,does not own,does not own,,0,no,no,no,no,no
province 4,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,0,no,poorer,married,currently in union/living with a man,18,27,58,currently working,not paid,45,does not own,does not own,,1,no,no,no,no,no
province 4,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,11,0,no,richer,married,currently in union/living with a man,20,3,28,currently working,not paid,24,does not own,does not own,,10,yes,no,no,no,no
province 4,rural,,,,,,no,no,no,woman selected and interviewed,9,1,no,middle,never in union,never in union,,,,currently working,not paid,18,does not own,does not own,,,no,no,no,no,no
province 4,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,8,1,no,middle,married,currently in union/living with a man,15,12,33,currently working,not paid,28,does not own,does not own,,9,yes,yes,yes,no,no
province 4,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,0,0,no,poorest,married,currently in union/living with a man,14,26,67,currently working,cash only,41,does not own,does not own,less than him,0,no,no,no,no,no
province 4,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,11,1,no,poorer,married,currently in union/living with a man,17,13,33,currently working,not paid,30,does not own,does not own,,11,no,no,no,no,no
province 4,rural,no,yes,no,no,no,no,no,no,woman selected and interviewed,0,0,no,poorer,married,currently in union/living with a man,17,24,50,currently working,cash only,42,does not own,does not own,about the same,4,yes,no,no,no,no
province 4,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,11,1,no,poorer,married,currently in union/living with a man,20,6,30,currently working,not paid,27,does not own,does not own,,10,no,no,no,no,no
province 4,rural,yes,yes,no,yes,no,no,no,no,woman selected and interviewed,2,1,no,poorest,married,currently in union/living with a man,16,15,33,currently working,not paid,32,does not own,does not own,,9,no,no,no,no,no
province 4,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,8,2,no,poorest,married,currently in union/living with a man,22,13,36,"have a job, but on leave last 7 days",not paid,35,does not own,does not own,,5,no,no,no,no,no
province 4,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,10,0,no,middle,married,currently in union/living with a man,18,18,38,currently working,cash only,37,does not own,alone only,less than him,10,no,no,no,no,no
province 4,urban,,,,,,no,no,no,woman selected and interviewed,7,0,no,poorest,never in union,never in union,,,,currently working,not paid,17,does not own,does not own,,,no,yes,no,no,no
province 4,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,10,2,no,poorer,married,currently in union/living with a man,18,6,26,currently working,cash only,25,does not own,does not own,less than him,8,no,no,no,no,no
province 4,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,0,no,poorer,widowed,formerly in union/living with a man,17,29,,currently working,cash only,47,does not own,alone only,,,no,no,no,no,no
province 4,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,8,0,no,poorer,married,currently in union/living with a man,16,8,26,currently working,not paid,24,does not own,does not own,,9,no,no,no,no,no
province 4,urban,no,yes,no,no,no,no,no,no,woman selected and interviewed,9,1,no,poorest,married,currently in union/living with a man,18,2,21,in the past year,not paid,21,does not own,does not own,,7,no,no,no,no,no
province 4,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,11,0,no,middle,married,currently in union/living with a man,22,3,26,currently working,not paid,26,does not own,does not own,,10,no,yes,no,no,no
province 4,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,0,no,poorest,married,currently in union/living with a man,19,27,52,currently working,not paid,47,does not own,does not own,,8,no,no,no,no,no
province 4,urban,,,,,,no,no,no,woman selected and interviewed,9,0,no,poorer,never in union,never in union,,,,currently working,not paid,19,does not own,does not own,,,no,yes,no,no,no
province 4,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,7,1,no,poorer,divorced,formerly in union/living with a man,18,19,,currently working,not paid,38,does not own,does not own,,,no,no,no,no,no
province 4,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,9,0,no,middle,married,currently in union/living with a man,17,16,36,currently working,not paid,34,does not own,does not own,,8,no,no,no,no,no
province 4,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,0,no,poorest,married,currently in union/living with a man,15,14,31,currently working,not paid,29,does not own,does not own,,2,no,no,no,no,no
province 4,rural,no,no,no,no,no,yes,no,no,woman selected and interviewed,8,0,no,poorer,married,currently in union/living with a man,19,23,44,currently working,cash only,43,does not own,alone only,less than him,10,no,no,no,no,no
province 4,rural,yes,yes,yes,no,no,no,no,no,woman selected and interviewed,2,1,no,poorer,married,currently in union/living with a man,18,11,34,currently working,not paid,29,does not own,does not own,,1,no,yes,no,no,no
province 4,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,9,1,no,poorer,married,currently in union/living with a man,21,11,35,currently working,not paid,32,does not own,does not own,,10,no,no,no,no,no
province 4,rural,,,,,,no,no,no,woman selected and interviewed,10,0,no,poorer,never in union,never in union,,,,currently working,not paid,18,does not own,does not own,,,no,no,no,no,no
province 4,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,11,0,not a dejure resident,poorest,married,currently in union/living with a man,18,3,30,"have a job, but on leave last 7 days",not paid,22,does not own,does not own,,10,no,no,no,no,no
province 4,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,9,0,no,poorer,married,currently in union/living with a man,15,25,47,currently working,not paid,41,does not own,does not own,,11,no,no,no,no,no
province 4,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,11,1,no,poorer,married,currently in union/living with a man,21,1,28,currently working,not paid,23,does not own,jointly only,,11,no,no,no,no,no
province 4,rural,,,,,,no,no,no,woman selected and interviewed,10,0,no,poorest,never in union,never in union,,,,currently working,not paid,22,does not own,does not own,,,no,yes,no,no,no
province 4,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,11,1,no,poorer,married,currently in union/living with a man,22,5,30,in the past year,not paid,28,does not own,does not own,,11,no,no,no,no,no
province 4,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,8,0,no,middle,married,currently in union/living with a man,17,8,27,currently working,not paid,26,does not own,does not own,,11,no,no,no,no,no
province 4,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,9,0,no,poorer,married,currently in union/living with a man,17,23,47,currently working,not paid,41,jointly only,alone only,,9,no,yes,no,no,no
province 4,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,7,0,no,poorer,married,currently in union/living with a man,15,4,24,currently working,not paid,20,alone only,does not own,,8,no,no,no,no,no
province 4,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,7,0,no,poorer,married,currently in union/living with a man,17,12,32,in the past year,not paid,30,does not own,does not own,,7,no,no,no,no,no
province 4,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,11,0,no,poorer,married,currently in union/living with a man,19,5,27,"have a job, but on leave last 7 days",not paid,25,does not own,does not own,,9,no,no,no,no,no
